"","y","","","","",""
"1",-2.91202935689544,0.987370803341225,-0.326559189649946,-0.323673120769712,-0.205028186511184,-0.491854996674116
"2",5.56843953658168,1.47466025000689,1.05259309549126,-0.334297546405498,1.15222172442762,-1.39548910448856
"3",-17.7371667589282,-0.499523437887693,-1.38087174005726,-1.00427756454766,-0.472617467068358,-0.890648611170294
"4",-0.72674874512174,0.122667580063724,0.538376883546249,0.81404510587494,-0.610627852563905,-0.771035851221215
"5",10.9993791310348,-0.95698477153615,1.11232436030345,-0.426197186431321,2.02259555862076,-0.419731419995769
"6",7.53933532976163,0.152581200299393,0.080010255965098,-0.0317997715585194,1.02472123009006,0.014095671860261
"7",2.11615524803965,0.861096630073228,-2.46037396071462,-0.138616130010333,-0.167975868118744,1.24739576056779
"8",0.770329199878847,0.825085184283382,-1.72675271939835,0.598901713893462,-0.671054118802781,0.509385032157806
"9",0.654759270712387,0.578594441126536,-0.312067212797333,-0.603273495882147,-0.291479267045336,0.64494435224335
"10",16.1667814607172,1.66635834932783,0.752359324044634,0.790321991269852,-1.01759750447993,1.35809940043202
"11",12.8209577695526,-1.05531551247392,0.188517840548038,0.703298611134239,1.39057384045408,0.0850798100086435
"12",-34.4789766676533,0.460394971299438,-1.16200510723375,-2.6333050754529,-1.88541885015119,-1.20991372485516
"13",-16.2329314367014,0.292369903048179,-0.674908128298226,-3.16057507469134,0.906434431503839,-0.78165449431153
"14",4.58284716573011,0.520283734857146,-1.30202690168483,-0.976011335945224,0.750987689650365,0.968403908403324
"15",-3.63805020927207,-1.2613580764351,0.359670751668055,-0.120499750945744,-0.297610033046384,0.00746054923883308
"16",-25.6761733680415,-2.15339714913516,-1.14538369033905,-0.654833501988609,-0.743444968918062,-1.03992497654675
"17",10.2379525369795,-0.104590807635401,-0.0917989188646905,0.767424705706188,-0.40015135324518,1.08830899374524
"18",-12.8125838120989,0.182908708429893,0.324308632734679,-1.69581650890288,-0.363732845521485,-0.915039584653142
"19",20.5087211135931,0.773722048858912,0.475185203434686,-0.0886390648286665,0.194398488567375,2.11600361134235
"20",-11.3343283777437,-0.949435243846068,-1.33777124532842,0.0883524112783547,-0.224639614161293,-0.52369208635913
"21",6.53467351626823,0.71448203888606,0.303213850951467,1.52597366993856,0.0608898146255963,-0.831412978021021
"22",9.63484651423265,-0.725283517979165,0.45264856417962,0.658835638663522,0.847890859933951,-0.154733252247514
"23",11.3992546218403,1.58755027723653,0.323939919232086,1.30582192456565,-0.128253605462017,-0.519980400982658
"24",7.71617255437869,0.472900734287469,-0.567430680706096,0.034514790664687,0.300458980036949,0.640576358935347
"25",8.07295190553016,0.492697557546986,-1.42559215953866,1.28589192611117,-0.528716224228516,0.746966192269681
"26",-7.6799700918368,1.0929553299549,-0.414462995564731,-0.366741676528691,0.382844705399393,-1.59824397017671
"27",17.6931968628319,-1.58957408320167,1.03889146532042,0.802236078392684,2.34335677292232,-0.297686250801167
"28",-5.9926150142153,0.767566496870835,-0.775834808842803,-0.239604881020476,-0.309930632031531,-0.745293808265237
"29",1.15141611402105,1.09441917704858,0.832871932314541,0.75139782275154,-1.35405623840419,-0.310198644398754
"30",2.45317078241064,0.579300794671909,-0.299819643392437,0.999480063588354,-0.543075016467646,-0.1381933710779
"31",-3.69396788410965,0.645761624418883,1.07027171977096,-1.53876963541897,-0.751071732449151,0.328918695953869
"32",8.96272626117315,-0.269495083868375,2.42167205010958,-0.640360573709623,0.989181495406578,-0.641284244754709
"33",19.6279250332426,0.0761674575003485,0.29098465598481,0.810306225236745,0.925500412614798,0.942018206676162
"34",-3.04129811013658,-2.19916558674762,1.63024913479679,1.38338469386791,-2.11691600416112,0.238218979628897
"35",24.8835164875966,0.512355968621035,1.09168155244644,0.36741667310453,0.981787514086196,1.23266687390095
"36",9.96585628636739,0.743967694368799,0.640861035831044,1.21486039711053,-0.420588479315945,-0.142057005430153
"37",-5.13330022612478,1.03587185902992,-0.497072538417533,-1.095423376536,-0.891649574652202,0.362038958107469
"38",12.4484250755718,0.245811137396639,-1.09577056226819,-0.825681714875188,0.611171054204343,1.96392451604848
"39",-19.3000919260309,-0.557043675096611,-0.543244201388489,-1.91068611962681,-2.50994176112783,1.19419042926471
"40",-0.0902729927221206,1.11506750746316,-0.865925575443291,1.08703364106963,-0.434435659658906,-0.871387714167212
"41",6.0762494762488,0.112927309595822,0.00625165742323222,-0.0688032754636106,0.831393025965912,-0.271687814631665
"42",-8.7339239303723,-0.56570835862047,-1.50942082268013,1.11979660819985,-1.1771087428178,-0.217822918514215
"43",7.15594393696623,0.631189788718161,-0.468777131503836,0.742625429989906,-0.271597978564285,0.4584859552361
"44",3.21825744066289,-1.17171579534151,0.546415227281105,0.356462328048346,-0.93814939442608,0.944091465528029
"45",-7.28041876876965,0.574497161598231,-0.953137831680673,-0.198006901442813,-1.62307238493878,0.376080628213478
"46",7.68323162075028,0.016015772764051,-1.27859206481375,-0.263952778328231,1.86109785224425,0.197663330325982
"47",-30.871255298397,-0.200252872787172,-0.744443726070256,-1.45410040137838,-2.3074277276486,-1.10071546922285
"48",12.6208644619421,1.55419443180235,-0.507208057261637,-0.548952272306834,-1.19078680893338,2.48458005958672
"49",-0.464921717689105,-0.906576973445083,0.134917382620296,0.0300319681309849,-0.54533500126887,0.55547485491869
"50",3.70430903431372,-0.257057429943479,-1.14047648740666,-0.72362261031553,0.720588064441522,0.911691063515653
"51",-1.90514883297656,-0.23487653274643,-0.876944499901354,-1.20553416083103,0.476323272443961,0.546243711794963
"52",-7.48885834457372,1.04318509421699,-1.06396849193087,-0.818522734121747,-0.685653527359,-0.00680996996011896
"53",18.2156584665631,0.504286509251615,-0.906937895500816,0.537490436167832,0.529149266680165,1.63937707376133
"54",15.1798125431185,0.468608184413822,-0.291406353716734,2.03629328147364,1.2421958961698,-0.67643095036038
"55",0.690119594659297,-1.1371659140777,-0.114866786608179,0.411730189908897,0.165274671819345,0.0262898296520618
"56",-4.25989099673558,-0.253138287542786,0.0860766150336251,1.00430320948546,-1.88323669084237,0.079396257161442
"57",44.6428087287481,2.12328526474307,1.57231340333955,0.719567429603101,1.32429906155984,2.55440113302271
"58",1.12617798739779,-0.593539966987228,-0.461124081450622,1.45535393301975,0.824271419576107,-1.27821268097805
"59",-1.24696338736241,-1.48681173146531,-0.0515940288629103,0.280752832476768,-0.360744983622673,0.60483461055702
"60",3.29450791221138,-0.455773565176901,0.158969094304095,-0.834207603591806,-0.017542521614205,0.829806615946904
"61",15.8223402847761,0.785655211591993,1.38814539389305,0.929403103715019,-0.555128079086426,0.786358547654955
"62",23.4541389762207,0.0205073344132292,0.600702149555999,1.22841492614187,1.42007588442582,0.457113005387231
"63",-16.8834662444692,0.544847749677289,-0.277966035868768,-0.613717384588811,-1.19611695543633,-1.30591009759879
"64",11.0246396691799,-0.715821165759203,0.302607001183862,1.20892183991927,0.725993826601833,-0.146789477025582
"65",13.7820076285916,0.652974354147645,-0.0777057404533913,0.87443112685598,0.929368610706586,0.221154731441051
"66",-7.11436276341159,0.773827033021371,-1.22711634913582,-1.11198732506128,0.312526242390878,-0.431751439465578
"67",-14.6674946930575,-0.328731075773009,-1.52188314106861,-0.847010297580576,0.847891174942559,-1.31907103392461
"68",-21.3466689124983,-0.888753995349392,-0.39908247177227,-1.20101710201837,-0.687799176555665,-1.23813403553406
"69",15.9546843013303,1.04242110199499,2.89531308227767,1.39300856068402,0.114031439041038,-1.39591591348705
"70",8.38955808711376,-1.2851631378212,0.221059736569447,0.349204315511423,1.41997161691021,0.0488415433584192
"71",25.6498877463919,0.267881386576867,-0.0658541627821494,2.32389150595605,1.03978078850917,0.740661201806283
"72",4.87279412108629,0.25741513065714,0.842736276258436,0.753085504735114,1.05763445176656,-1.8062028080413
"73",3.34083773156178,-1.13096526450508,0.82441191595396,0.74539960758673,-0.428371272587607,0.0796681723502455
"74",4.98080900198567,-1.16353967640059,0.709387184997874,0.0458204992027852,-0.0303130086849125,0.383637703225727
"75",7.2658370456889,-0.602543667402628,0.078253867464756,-0.401468581856449,0.229865071877581,1.07891842070277
"76",-12.2553954479933,-1.12977655453694,-0.634172060844639,-1.42256292813537,-1.57462082906908,0.913776057450776
"77",-6.8954767899644,-1.41175776927583,1.5708605041671,0.42756528143354,-1.21918255931073,-0.879842466106744
"78",12.5499348599559,-1.82296060761965,0.693382591170999,1.09732195504867,0.870304146255456,0.451438191283646
"79",25.4113426142801,0.0697987915017467,0.689239139166572,1.03433793085706,0.962619888582861,1.1542477862206
"80",-3.45769792701524,-0.565122486836207,0.180726398266452,-0.894055824233138,0.330199868252161,-0.470645698939112
"81",11.7997464873761,-0.23898157785232,0.0689319239514954,-0.698952566655903,0.855470544695058,1.15662157774915
"82",-1.29083252649689,-0.350757109918616,1.49271508298739,-0.538789411735584,-0.321777706539539,-0.865012612280809
"83",5.17587648114946,-0.134916705301689,-0.0579407347526901,0.189741189531395,1.49962611777996,-0.822797840948391
"84",-11.9876719307444,0.965715672661446,1.28180810902691,0.0322779435507611,-0.472456508422711,-2.91743343501047
"85",21.8559732564054,1.23616418341833,0.474822325647603,-0.633621852159111,1.89707437909844,0.548167656381472
"86",-13.5823030603662,0.154236478524864,-0.28644344384802,-1.68225713979403,-1.3872702501924,0.226319578441881
"87",-2.37919531507578,-0.207264106230462,1.36242070644276,-0.773920220616527,-0.408593198789632,-0.574449947430044
"88",9.76841634950217,-0.883834518108617,-0.483539391814066,0.771132564278388,0.436336215533677,0.560840895681208
"89",7.22846799286528,0.282418831196269,-0.289874924646986,1.30271104095258,-0.4867109315619,0.317033246725875
"90",1.13153224875341,-1.04071588080474,1.27362287629903,-1.8881381007904,0.113022218986546,0.810036340995711
"91",-8.16677176289784,-0.173406794018862,-1.62358896760929,-0.882688741864698,0.178720639148177,0.0877471884857128
"92",5.78897990456878,0.176612604948303,-1.36045267195804,1.21102903967542,1.0617683513955,-0.535838435556449
"93",-1.00281165895726,-1.31378386954314,0.669920010695177,-1.88532380832609,-0.138419161600377,0.875807180357314
"94",-22.1841707230044,0.0466765497715617,-0.135897999448593,-0.72054308036994,-1.82092411473245,-1.14708578974962
"95",4.55199616251533,-0.97482300514036,1.75386827350093,1.3427241251618,0.119351813722681,-1.4218406857207
"96",2.48982486648885,-1.02725322422369,-0.445264974096679,0.105823854304649,1.5573634137872,-0.982390781691768
"97",-15.7992646818083,-0.667344034030893,1.8408721842941,-0.292669383674172,-1.81951591311853,-1.47427681356261
"98",7.77646470851499,0.651546417893974,1.38875939689858,-0.297408952077137,-0.662214757909318,0.525067437705426
"99",0.516711210627505,-0.987157142764278,2.05116809747183,-0.577457182844524,-0.0827055828891207,-0.714450529179964
"100",-5.06971049366251,0.762783435410643,-0.67122887068091,-1.70704325527705,-0.0991789257976091,0.068059745222156
